Names,Website,Introduction,Phone Number,Address,Type,Opens At,Municipio
Goji Oaxaca,,None Found,+52 951 207 3681,"C. de Los Libres 603, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., México",Restaurante, Abre a las 8a.m.,Oaxaca de Juárez
Las Tlayudas de Mina y Bustamante,facebook.com,None Found,+52 951 441 1704,"C. de Carlos María Bustamante 322, OAX_RE_BENITO JUAREZ, Centro, 68000 Ejido del Centro, Oax., México",Restaurante mexicano, Abre a las 5p.m.,Oaxaca de Juárez
Senor NAAN,menu.fu.do,None Found,+52 951 283 6150,"Dr. Gilberto Bolaños Cacho 113, Barrio de Xochimilco, 68040 Oaxaca de Juárez, Oax., México",Restaurante indio,,Oaxaca de Juárez
Senor NAAN,menu.fu.do,None Found,+52 951 283 6150,"Dr. Gilberto Bolaños Cacho 113, Barrio de Xochimilco, 68040 Oaxaca de Juárez, Oax., México",Restaurante indio,,Oaxaca de Juárez
Restaurant Bar Del Jardín,,None Found,+52 951 132 4046,"Calz. Porfirio Díaz 258, Reforma, 68050 Oaxaca de Juárez, Oax., México",Restaurante mexicano, Abre a las 8a.m.,Oaxaca de Juárez
Restaurant Regio de Oaxaca,m.facebook.com,"Carnes asadas, platillos mexicanos y coctelería en un comedor amplio con ambiente casual pero clásico.",+52 951 515 1996,"C. Palmeras 306, Reforma, 68050 Oaxaca de Juárez, Oax., México",Restaurante mexicano, Abre a las 12p.m.,Oaxaca de Juárez
Los Anzuelos Restaurante,,None Found,+52 951 408 1418,"Curtidurías 321, Barrio de Jalatlaco, 68080 Oaxaca de Juárez, Oax., México",Marisquería, Abre a las 9a.m.,Oaxaca de Juárez
Los Anzuelos Restaurante,,None Found,+52 951 408 1418,"Curtidurías 321, Barrio de Jalatlaco, 68080 Oaxaca de Juárez, Oax., México",Marisquería, Abre a las 9a.m.,Oaxaca de Juárez
Herbívora - Vegan Tacos,,None Found,+52 55 4094 7941,"Calle de Tinoco y Palacios 202, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., México",Restaurante vegano, Abre a las 2p.m. del lun,Oaxaca de Juárez
Cobarde Oaxaca,cobarde.mx,None Found,+52 951 165 6913,"C. Macedonio Alcalá 505, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., México",Restaurante, Abre a la 1:30p.m.,Oaxaca de Juárez
Restaurante María Bonita,mariabonitaoaxaca.com,None Found,+52 951 424 1001,"Calle Macedonio Alcalá & Cosijopí, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., México",Restaurante, Abre a las 11:30a.m.,Oaxaca de Juárez
Restaurante El Molino,restauranteelmolino.com.mx,"Local rústico con terraza y plantas naturales que ofrece cortes, sabores mexicanos y pizzas al horno de leña.",+52 951 514 2907,"Yagul 106, Universidad, San Jose la Noria, 68120 Oaxaca de Juárez, Oax., México",Restaurante, Abre a la 1:30p.m. del lun,Oaxaca de Juárez
