Names,Website,Introduction,Phone Number,Address,Type,Opens At,Municipio
La Casa de Las Mayoras,facebook.com,None Found,+52 998 256 8300,"Calle Guadalupe Victoria M51 L16 C46 x Calle Miguel Hidalgo Donceles 28, 77524 Cancún, Q.R., México",Restaurante vegetariano, Abre a las 8a.m. del lun,Cancún
La Casa de Los Abuelos - Bonampak,casadelosabuelos.com.mx,"Un restaurante casual que ofrece platillos mexicanos y cuenta con panadería, terraza y sala de juegos.",+52 998 884 5164,"Av. Bonampak Mz. 1-Lote 4, Sm. 4A, 77500 Cancún, Q.R., México",Restaurante, Cierra a las 11p.m.,Cancún
La Casa de Los Abuelos - Bonampak,casadelosabuelos.com.mx,"Un restaurante casual que ofrece platillos mexicanos y cuenta con panadería, terraza y sala de juegos.",+52 998 884 5164,"Av. Bonampak Mz. 1-Lote 4, Sm. 4A, 77500 Cancún, Q.R., México",Restaurante, Cierra a las 11p.m.,Cancún
Mu. Burgerhouse Nichupté | Hamburguesería Cancún,muburgers.mx,None Found,+52 998 138 2813,"Nichupte, SM 51 MZ 51 LOTE 11, 77533 Cancún, Q.R., México",Restaurante, Cierra a las 11:30p.m.,Cancún
El galeón del caribe,facebook.com,None Found,,"km 19.4, Kukulkan, Zona Hotelera, 77500 Cancún, Q.R., México",Restaurante mexicano, Abre a las 12p.m. del dom,Cancún
El galeón del caribe,facebook.com,None Found,,"km 19.4, Kukulkan, Zona Hotelera, 77500 Cancún, Q.R., México",Restaurante mexicano, Abre a las 12p.m. del dom,Cancún
Cocos and Grill,cocosandgrill.com.mx,"Club de playa y restaurant sobre la arena con menú caribeño que incluye mariscos, cortes y bebidas tropicales.",+52 998 849 5899,"Blvd. Kukulkan Km 3.2 Lote D-1, Zona Hotelera, 77500 Cancún, Q.R., México",Marisquería, Abre a las 10:30a.m. del dom,Cancún
Restaurante Käajal,marriott.com,None Found,+52 998 340 0857,"Hotel Renaissance, Blvd. Kukulcan Km 1.5, Puerto Juarez, Zona Hotelera, 77500 Cancún, Q.R., México",Restaurante,,Cancún
Restaurante Käajal,marriott.com,None Found,+52 998 340 0857,"Hotel Renaissance, Blvd. Kukulcan Km 1.5, Puerto Juarez, Zona Hotelera, 77500 Cancún, Q.R., México",Restaurante,,Cancún
La Patrona Cocina Urbana Mercado 28,,None Found,+52 998 884 5050,"Plaza Portales, Xel-ha 50-28, 77500 Cancún, Q.R., México",Restaurante mexicano, Abre a las 8a.m. del dom,Cancún
La palapita la luna,lapalapita.mx,None Found,+52 998 224 9946,"Plaza Urbana Av. Nichupté 51 Av Nichupté, Av. la Luna esq, 77533 Cancún, Q.R., México",Restaurante, Cierra a las 2a.m.,Cancún
